file	key	main_line	main_value	lc1_line	lc1_value	evidence_class
core/grm_demand.py	parameter:DemandObserver.__enter__.sliding_wrapper:num_heads_per_kv	0	ABSENT	349	1	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_enabled:environ	0	ABSENT	180	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_enabled:explicit	0	ABSENT	180	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:abort_token_index	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:decision	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:early_abort	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:fetched	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:prefix_token_count	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:query_text_sha256	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:ranking	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:refire_token_index	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:refired	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:resumed_original	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:served	0	ABSENT	587	'original'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:threshold	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:tokens_generated_before_abort	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:tokens_saved	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:trip_grounded	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:trip_taken	0	ABSENT	587	False	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:unsupported_reason	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:wall_ms_attempt	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:wall_ms_resume	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:demand_info_fields:wall_ms_trip	0	ABSENT	587	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:early_abort_enabled:environ	0	ABSENT	197	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:early_abort_enabled:explicit	0	ABSENT	197	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:load_registered:path	0	ABSENT	115	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_demand.py	parameter:registered_threshold:path	0	ABSENT	149	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::CAPTURE_PINS	0	ABSENT	141	(CAPTURE_PIN_OFF, CAPTURE_PIN_MOUNT, CAPTURE_PIN_LIVE)	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::CAPTURE_PIN_ENV	0	ABSENT	122	'GRM_CAPTURE_PIN'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::CAPTURE_PIN_LIVE	0	ABSENT	139	'live'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::CAPTURE_PIN_MOUNT	0	ABSENT	135	'mount'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::CAPTURE_PIN_OFF	0	ABSENT	130	'off'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::ENV_NAME	0	ABSENT	44	'GRM_PERSISTENT_BOAT'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::SEAT_NEAR_LIVE_ENV	0	ABSENT	126	'GRM_SEAT_NEAR_LIVE'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::_CAPTURE_PIN_TOKENS	0	ABSENT	144	{CAPTURE_PIN_MOUNT: CAPTURE_PIN_MOUNT, CAPTURE_PIN_LIVE: CAPTURE_PIN_LIVE}	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::_ENV_FALSE	0	ABSENT	47	frozenset(('0', 'false', 'no', 'off', ''))	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	assignment::_ENV_TRUE	0	ABSENT	46	frozenset(('1', 'true', 'yes', 'on'))	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	env:env_capture_pin:CAPTURE_PIN_ENV	0	ABSENT	160	env.get(CAPTURE_PIN_ENV, '')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	env:env_persistent_boat:ENV_NAME	0	ABSENT	61	env.get(ENV_NAME, '')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	env:env_seat_near_live:SEAT_NEAR_LIVE_ENV	0	ABSENT	192	env.get(SEAT_NEAR_LIVE_ENV, '')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	env:rs3_receipt:CAPTURE_PIN_ENV	0	ABSENT	213	(os.environ if environ is None else environ).get(CAPTURE_PIN_ENV)	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	env:rs3_receipt:SEAT_NEAR_LIVE_ENV	0	ABSENT	215	(os.environ if environ is None else environ).get(SEAT_NEAR_LIVE_ENV)	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:capture_pin_mode:environ	0	ABSENT	165	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:capture_pin_mode:explicit	0	ABSENT	165	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:env_capture_pin:environ	0	ABSENT	150	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:env_persistent_boat:environ	0	ABSENT	50	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:env_seat_near_live:environ	0	ABSENT	183	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:ephemeral_frame_enabled:environ	0	ABSENT	68	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:ephemeral_frame_enabled:explicit	0	ABSENT	68	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:frame_receipt:environ	0	ABSENT	83	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:rs3_receipt:environ	0	ABSENT	206	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:seat_near_live_enabled:environ	0	ABSENT	198	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_frame.py	parameter:seat_near_live_enabled:explicit	0	ABSENT	198	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_runtime.py	assignment::ROUTE_RECEIPT_INFO_KEY	0	ABSENT	17	'route_receipt_record'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_runtime.py	assignment::ROUTE_RECEIPT_SINK_INFO_KEY	0	ABSENT	18	'route_receipt_sink'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	assignment::ENV_NAME	0	ABSENT	15	'GRM_SUP_RESOLVE'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	assignment::_ENV_FALSE	0	ABSENT	17	frozenset(('0', 'false', 'no', 'off', ''))	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	assignment::_ENV_TRUE	0	ABSENT	16	frozenset(('1', 'true', 'yes', 'on'))	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	env:env_sup_resolve_override:ENV_NAME	0	ABSENT	32	env.get(ENV_NAME, '')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	parameter:env_sup_resolve_override:environ	0	ABSENT	20	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	parameter:sup_resolve_enabled:environ	0	ABSENT	40	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_supersession.py	parameter:sup_resolve_enabled:explicit	0	ABSENT	40	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_text_norm.py	assignment::UNICODE_HYPHENS	0	ABSENT	28	('‐', '‑')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_text_norm.py	assignment::_EMPHASIS	0	ABSENT	33	re.compile('(\\*\\*|__|\\*|_)([^\\n]+?)\\1')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	assignment::ROUTE_RECEIPT_INFO_KEYS	0	ABSENT	452	('served_without_plan_head',)	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	assignment::ROUTE_RECEIPT_INFO_PREFIXES	0	ABSENT	450	('fit_', 'abstain', 'demand_', 'grounding_', 'frame_', 'recency_', 'live_segments_')	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	assignment::ROUTE_RECEIPT_SCHEMA	0	ABSENT	21	'grm.route_receipt.v1'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	assignment::_ROUTE_RECEIPT_CLAIMED_INFO_KEYS	0	ABSENT	456	frozenset({'route_receipt', 'route_backend', 'trip', 'clean_room', 'mounts', 'mount_plan', 'mount_fitted', 'mount_dropped_for_width', 'ranking_ids', 'no_mount_fit', 'resident', 'evicted', 'live_tokens', 'extraction', '_deferred_memory', 'driver_probe_multimount', 'driver_probe_ladder', 'driver_topk', 'point_lookup', 'precise_first', 'ungrounded_kept_first', 'admission_policy', 'admission_policy_branch', 'admission_rank_plan', 'admission_identifier_hit_count', 'admission_identified_candidates', 'admission_route_margin_1_2', 'admission_route_margin_evaluated', 'admission_margin_threshold', 'admission_rule_sha256'})	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:admission_profile	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:arena	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:arena_before_sha256	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:candidate_count	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:excluded_live_ids	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:excluded_recency_ids	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:info	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:output_sha256	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:output_text	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:ranking_ids	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:ranking_scores	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:repository	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:repository_size	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:request_sha256	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:request_text	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:route_limit	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:serving_path	0	ABSENT	510	'unknown'	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:trips	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/grm_three_pass.py	parameter:build_route_receipt:turn_kind	0	ABSENT	510	None	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::CALIBRATED_FIXED_PEAK_OVERHEAD_MIB	0	ABSENT	57	1185	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::DEFAULT_KV_BLOCK	0	ABSENT	39	256	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::DEFAULT_LC_LM_HEAD_CHUNK_ROWS	0	ABSENT	49	6208	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::DEFAULT_MAX_CONTEXT	0	ABSENT	37	4096	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::DEFAULT_PREFILL_CHUNK	0	ABSENT	38	64	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::LEGACY_ATTENTION_MAX_CONTEXT	0	ABSENT	43	DEFAULT_MAX_CONTEXT	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment::VRAM_CEILING_MIB	0	ABSENT	52	12000	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38AttentionTC.__call__:(B, L, _)	0	ABSENT	577	x.shape	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38AttentionTC.__call__:(H, KV, D, R)	0	ABSENT	578	(cfg.num_heads, cfg.num_kv_heads, cfg.head_dim, cfg.partial_rotary_dim)	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38AttentionTC._streaming_standard_attention:(B, H, L, D)	0	ABSENT	535	q.shape	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38AttentionTC._streaming_standard_attention:KV	0	ABSENT	536	self.cfg.num_kv_heads	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38DeviceKVCache.storage_bytes:(B, KV, _, D)	0	ABSENT	475	self.kb.shape	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38_TC.__call__:(_, L)	578	input_ids_np.shape	0	ABSENT	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38_TC._forward:(_, L)	0	ABSENT	1094	input_ids_np.shape	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	assignment:Qwen38_TC._forward_concat:(_, L)	0	ABSENT	1065	input_ids_np.shape	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	parameter:Qwen38AttentionTC.__call__:kv_cache	0	ABSENT	573	None	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	parameter:Qwen38AttentionTC.__call__:position_offset	0	ABSENT	573	0	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	parameter:Qwen38DeviceKVCache.__init__:int8	0	ABSENT	399	False	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	parameter:Qwen38_TC.__init__:force_tiled_attention	0	ABSENT	965	False	See review production default table; constants/internal defaults do not independently certify behavior
core/qwen38_tc.py	parameter:Qwen38_TC.__init__:kv_block_rows	0	ABSENT	965	DEFAULT_KV_BLOCK	See review production default table; constants/internal defaults do not independently certify behavior
